174396.tsv,3
41847.tsv,11
6545.tsv,10
65293.tsv,5
88200.tsv,3
198398.tsv,3
284825.tsv,3
51822.tsv,6
22976.tsv,13
121499.tsv,5
4621.tsv,15
4915.tsv,15
14489.tsv,6
13314.tsv,7
106349.tsv,4
154860.tsv,4
35805.tsv,7
19586.tsv,14
253794.tsv,3
96892.tsv,4
87784.tsv,7
64444.tsv,4
22228.tsv,6
17164.tsv,12
22490.tsv,5
24661.tsv,14
25260.tsv,8
50280.tsv,8
75716.tsv,4
22657.tsv,10
447.tsv,37
22694.tsv,15
70.tsv,83
65943.tsv,7
20169.tsv,9
324590.tsv,3
157943.tsv,6
35380.tsv,10
25619.tsv,4
4032.tsv,10
37410.tsv,10
40970.tsv,10
27512.tsv,14
1450.tsv,18
140116.tsv,3
64644.tsv,6
80823.tsv,3
28703.tsv,5
6045.tsv,14
48021.tsv,9
6356.tsv,23
332767.tsv,3
10562.tsv,10
117705.tsv,4
29323.tsv,12
131693.tsv,5
336215.tsv,3
21583.tsv,4
12967.tsv,4
10594.tsv,21
2886.tsv,24
3755.tsv,29
64097.tsv,10
4588.tsv,23
128.tsv,15
18052.tsv,9
17303.tsv,8
65968.tsv,7
140191.tsv,5
16431.tsv,12
15345.tsv,15
16940.tsv,4
13389.tsv,8
16770.tsv,3
112957.tsv,4
7121.tsv,22
2733.tsv,15
2389.tsv,4
13244.tsv,13
104216.tsv,8
37437.tsv,8
59874.tsv,8
974.tsv,38
2024.tsv,5
8388.tsv,10
278.tsv,35
88923.tsv,5
12158.tsv,19
73785.tsv,9
8490.tsv,11
33141.tsv,14
41711.tsv,9
7346.tsv,12
14042.tsv,3
9273.tsv,15
222764.tsv,4
12977.tsv,8
169446.tsv,4
70519.tsv,4
23761.tsv,14
4536.tsv,5
125924.tsv,5
43851.tsv,6
8373.tsv,19
7739.tsv,5
72478.tsv,5
1089.tsv,40
4849.tsv,6
155426.tsv,6
19259.tsv,17
156306.tsv,3
70539.tsv,3
91342.tsv,6
1626.tsv,8
3281.tsv,21
1083.tsv,33
63768.tsv,4
52357.tsv,8
184414.tsv,5
180466.tsv,5
415.tsv,7
5881.tsv,22
18475.tsv,15
45963.tsv,8
7552.tsv,23
110554.tsv,5
3382.tsv,23
62252.tsv,11
141072.tsv,6
91092.tsv,6
17051.tsv,12
143731.tsv,5
239310.tsv,4
31558.tsv,11
2498.tsv,23
36474.tsv,3
87166.tsv,4
23989.tsv,5
28073.tsv,6
140359.tsv,4
97178.tsv,7
34546.tsv,11
129436.tsv,6
12464.tsv,9
10410.tsv,8
192530.tsv,5
63659.tsv,8
27459.tsv,13
51838.tsv,4
60535.tsv,10
5067.tsv,9
175.tsv,10
4505.tsv,17
24601.tsv,12
3859.tsv,21
22084.tsv,16
61815.tsv,4
34412.tsv,3
1207.tsv,41
73420.tsv,8
188579.tsv,4
35667.tsv,10
70536.tsv,4
7510.tsv,15
23550.tsv,10
83769.tsv,6
50925.tsv,8
12070.tsv,17
67692.tsv,3
210044.tsv,3
4379.tsv,10
63336.tsv,10
23039.tsv,3
174205.tsv,5
102397.tsv,7
67117.tsv,4
1586.tsv,32
2864.tsv,15
280627.tsv,3
31425.tsv,13
203148.tsv,5
4561.tsv,19
11508.tsv,4
37942.tsv,10
21191.tsv,5
40775.tsv,7
81372.tsv,9
168792.tsv,4
22917.tsv,6
11641.tsv,5
17441.tsv,11
91794.tsv,6
13625.tsv,14
4688.tsv,24
43647.tsv,6
14578.tsv,16
43841.tsv,9
15328.tsv,14
36192.tsv,10
3397.tsv,15
31719.tsv,5
7758.tsv,19
51211.tsv,10
197652.tsv,3
22073.tsv,13
40766.tsv,10
109214.tsv,6
2301.tsv,12
6434.tsv,21
13588.tsv,13
378.tsv,36
29217.tsv,10
463.tsv,16
253656.tsv,4
54230.tsv,8
102522.tsv,7
19532.tsv,3
10768.tsv,9
194313.tsv,5
9570.tsv,22
105433.tsv,7
62476.tsv,7
101518.tsv,8
136887.tsv,4
193349.tsv,5
56072.tsv,8
3850.tsv,28
1873.tsv,8
27129.tsv,4
87299.tsv,4
4034.tsv,4
4781.tsv,13
16497.tsv,8
9173.tsv,14
12004.tsv,15
108632.tsv,7
767.tsv,18
37477.tsv,4
89966.tsv,4
401.tsv,47
84040.tsv,4
6540.tsv,8
53899.tsv,7
15981.tsv,9
13439.tsv,14
50823.tsv,12
12141.tsv,16
11140.tsv,4
7000.tsv,5
27811.tsv,5
29796.tsv,8
249895.tsv,4
122127.tsv,7
62888.tsv,6
37061.tsv,8
73286.tsv,7
27326.tsv,7
49455.tsv,3
146972.tsv,5
24244.tsv,9
13601.tsv,4
25933.tsv,4
35019.tsv,10
3995.tsv,9
54083.tsv,12
174980.tsv,5
89117.tsv,11
94782.tsv,7
35708.tsv,11
75202.tsv,6
45344.tsv,11
108131.tsv,5
66421.tsv,8
24591.tsv,7
160828.tsv,5
1198.tsv,38
72863.tsv,4
35067.tsv,8
228660.tsv,3
3985.tsv,27
33821.tsv,3
47543.tsv,11
107724.tsv,3
60151.tsv,4
36993.tsv,13
180693.tsv,4
77485.tsv,8
5298.tsv,17
117978.tsv,5
73034.tsv,11
412.tsv,55
34203.tsv,6
4720.tsv,25
21076.tsv,6
331691.tsv,3
17896.tsv,6
155275.tsv,5
85699.tsv,8
9801.tsv,10
785.tsv,49
45019.tsv,3
68672.tsv,7
212112.tsv,3
102381.tsv,8
13151.tsv,10
1218.tsv,17
2716.tsv,14
81685.tsv,3
135906.tsv,4
15351.tsv,16
28489.tsv,11
23952.tsv,10
20111.tsv,7
11307.tsv,14
97132.tsv,4
36344.tsv,12
18360.tsv,13
18646.tsv,15
22156.tsv,5
58618.tsv,4
171908.tsv,5
31363.tsv,8
21861.tsv,13
166306.tsv,5
1606.tsv,26
116759.tsv,7
840.tsv,5
66848.tsv,4
8663.tsv,15
18738.tsv,17
22155.tsv,3
41269.tsv,8
124989.tsv,4
66463.tsv,7
88665.tsv,5
1416.tsv,39
23268.tsv,7
4921.tsv,10
161770.tsv,5
28379.tsv,7
105937.tsv,4
198399.tsv,4
16427.tsv,15
6510.tsv,18
22821.tsv,4
163035.tsv,5
100568.tsv,5
14111.tsv,3
93424.tsv,5
17168.tsv,11
24068.tsv,9
13244.tsv,19
228349.tsv,4
185608.tsv,5
52716.tsv,8
24580.tsv,5
53072.tsv,5
11682.tsv,17
36207.tsv,4
131214.tsv,4
143071.tsv,3
117032.tsv,7
170923.tsv,5
43.tsv,73
13613.tsv,4
47688.tsv,6
1840.tsv,27
7620.tsv,17
19002.tsv,7
63605.tsv,8
13187.tsv,18
182956.tsv,3
34186.tsv,9
12716.tsv,17
33189.tsv,4
140570.tsv,5
308847.tsv,3
26913.tsv,3
37001.tsv,5
58136.tsv,6
5648.tsv,10
139072.tsv,6
147738.tsv,5
26379.tsv,15
53407.tsv,9
76331.tsv,8
5603.tsv,23
221122.tsv,3
286.tsv,44
36489.tsv,7
243.tsv,17
50251.tsv,8
143008.tsv,5
70383.tsv,7
35974.tsv,13
283.tsv,61
421.tsv,12
164411.tsv,5
2780.tsv,15
47548.tsv,10
176063.tsv,5
7748.tsv,14
98079.tsv,5
29.tsv,104
163230.tsv,4
67350.tsv,7
178035.tsv,5
5983.tsv,20
117350.tsv,7
10244.tsv,15
127747.tsv,4
121071.tsv,7
3212.tsv,15
110403.tsv,7
28293.tsv,12
634.tsv,14
272.tsv,35
84633.tsv,8
26728.tsv,4
14309.tsv,18
214013.tsv,3
103931.tsv,5
1728.tsv,19
259757.tsv,3
50575.tsv,7
61447.tsv,9
8875.tsv,11
28249.tsv,12
595.tsv,20
51118.tsv,8
895.tsv,46
112486.tsv,5
54236.tsv,3
3223.tsv,5
12004.tsv,20
89412.tsv,6
107862.tsv,7
94840.tsv,7
84289.tsv,6
1166.tsv,5
221294.tsv,3
164922.tsv,3
181848.tsv,3
724.tsv,17
955.tsv,31
24826.tsv,13
47319.tsv,7
37347.tsv,8
6126.tsv,21
80021.tsv,6
21704.tsv,8
15602.tsv,16
59727.tsv,6
603.tsv,42
2834.tsv,27
7948.tsv,8
115920.tsv,7
187577.tsv,5
185528.tsv,4
37217.tsv,5
106758.tsv,3
27516.tsv,5
263440.tsv,3
33636.tsv,10
88258.tsv,7
4205.tsv,5
2499.tsv,13
103405.tsv,4
117174.tsv,5
4129.tsv,27
24679.tsv,14
27457.tsv,9
95.tsv,45
13164.tsv,8
9956.tsv,9
15740.tsv,17
222224.tsv,4
156029.tsv,5
34389.tsv,10
81964.tsv,6
167866.tsv,3
64739.tsv,10
2390.tsv,32
6983.tsv,12
33759.tsv,6
72006.tsv,11
124969.tsv,4
2037.tsv,37
151931.tsv,5
6092.tsv,24
118957.tsv,6
56065.tsv,5
45397.tsv,5
721.tsv,7
150418.tsv,5
36285.tsv,8
110940.tsv,7
16080.tsv,18
1100.tsv,35
334.tsv,44
28418.tsv,14
55726.tsv,8
85085.tsv,11
93285.tsv,5
10631.tsv,21
10349.tsv,3
10982.tsv,18
9313.tsv,22
67290.tsv,5
249538.tsv,4
255246.tsv,3
141669.tsv,6
252252.tsv,3
5899.tsv,15
77003.tsv,3
20355.tsv,12
57600.tsv,5
34769.tsv,6
35083.tsv,7
4062.tsv,18
91721.tsv,3
1940.tsv,36
80089.tsv,9
33186.tsv,4
136845.tsv,5
72244.tsv,9
53134.tsv,8
4084.tsv,12
131936.tsv,4
136776.tsv,5
156880.tsv,4
36008.tsv,11
27134.tsv,10
176995.tsv,3
29620.tsv,7
6935.tsv,6
184768.tsv,4
36235.tsv,13
76780.tsv,4
31339.tsv,10
139434.tsv,4
209820.tsv,3
163554.tsv,4
49321.tsv,11
5258.tsv,11
144809.tsv,6
28742.tsv,12
13340.tsv,8
21186.tsv,13
5168.tsv,23
32814.tsv,11
41101.tsv,4
9400.tsv,13
96337.tsv,7
16353.tsv,5
3838.tsv,13
27607.tsv,11
409.tsv,58
18773.tsv,5
36000.tsv,6
92108.tsv,11
27263.tsv,9
20343.tsv,4
129420.tsv,5
5757.tsv,14
26554.tsv,9
18431.tsv,12
49271.tsv,5
32836.tsv,14
32539.tsv,6
59494.tsv,10
181393.tsv,3
7400.tsv,17
15712.tsv,5
14165.tsv,12
14026.tsv,11
33030.tsv,3
20574.tsv,14
25352.tsv,9
707.tsv,27
13246.tsv,13
3466.tsv,26
1688.tsv,28
76740.tsv,4
20545.tsv,9
963.tsv,27
27146.tsv,13
1113.tsv,44
11768.tsv,15
113144.tsv,4
85269.tsv,4
40532.tsv,10
13321.tsv,14
46266.tsv,11
86232.tsv,4
257416.tsv,3
84678.tsv,8
77482.tsv,7
1589.tsv,9
14721.tsv,14
9514.tsv,18
57661.tsv,5
6729.tsv,5
8174.tsv,20
8164.tsv,9
38393.tsv,4
5658.tsv,12
33545.tsv,5
80550.tsv,8
70463.tsv,5
109147.tsv,7
317.tsv,40
3037.tsv,17
18471.tsv,10
7061.tsv,19
40360.tsv,8
84500.tsv,6
13020.tsv,12
22749.tsv,15
92449.tsv,5
22275.tsv,14
67501.tsv,8
50732.tsv,9
2287.tsv,16
2382.tsv,4
238217.tsv,3
58377.tsv,9
188174.tsv,5
192486.tsv,4
3897.tsv,4
9269.tsv,19
45445.tsv,12
63124.tsv,4
3304.tsv,23
23126.tsv,4
39855.tsv,3
2627.tsv,23
3530.tsv,12
33533.tsv,6
103669.tsv,7
605.tsv,28
9628.tsv,17
7177.tsv,19
8411.tsv,16
109562.tsv,6
221040.tsv,4
42608.tsv,8
117420.tsv,3
52922.tsv,5
40920.tsv,4
17150.tsv,11
73.tsv,57
10053.tsv,13
22179.tsv,16
58736.tsv,10
5557.tsv,14
156960.tsv,5
50203.tsv,7
15908.tsv,4
4304.tsv,12
23664.tsv,11
25260.tsv,10
200312.tsv,4
32393.tsv,5
50691.tsv,8
10545.tsv,12
5005.tsv,14
6033.tsv,5
7060.tsv,13
34993.tsv,10
126.tsv,25
44887.tsv,12
43564.tsv,4
32904.tsv,6
31930.tsv,5
1113.tsv,41
98951.tsv,4
40494.tsv,5
180704.tsv,4
1129.tsv,20
129217.tsv,4
24753.tsv,10
14906.tsv,16
59667.tsv,11
1036.tsv,45
71906.tsv,5
122159.tsv,5
1219.tsv,33
54277.tsv,9
25593.tsv,6
69529.tsv,8
23547.tsv,6
61836.tsv,9
11773.tsv,20
36371.tsv,10
21266.tsv,14
63298.tsv,8
74197.tsv,11
8380.tsv,12
102291.tsv,3
12148.tsv,20
22371.tsv,4
148499.tsv,4
8352.tsv,5
65621.tsv,9
527.tsv,48
36084.tsv,12
25872.tsv,3
93987.tsv,5
214212.tsv,3
3832.tsv,6
51152.tsv,11
27735.tsv,6
97244.tsv,11
55329.tsv,5
144693.tsv,5
115096.tsv,4
27848.tsv,3
95468.tsv,7
4065.tsv,22
118402.tsv,7
380.tsv,33
77494.tsv,7
46391.tsv,12
62932.tsv,4
81776.tsv,4
13921.tsv,8
76623.tsv,5
257511.tsv,3
14431.tsv,9
50008.tsv,7
61341.tsv,7
16806.tsv,11
55466.tsv,7
70768.tsv,4
387.tsv,21
1326.tsv,14
16103.tsv,5
4085.tsv,26
32515.tsv,10
203030.tsv,3
30619.tsv,10
26182.tsv,6
82436.tsv,8
56266.tsv,6
181040.tsv,4
109069.tsv,4
79355.tsv,4
16775.tsv,6
130034.tsv,5
149902.tsv,5
3934.tsv,21
9913.tsv,3
14526.tsv,12
9202.tsv,6
66571.tsv,9
55250.tsv,10
4175.tsv,26
29174.tsv,9
34356.tsv,4
3679.tsv,22
75162.tsv,8
58999.tsv,3
108332.tsv,5
13282.tsv,3
39164.tsv,12
98976.tsv,3
9209.tsv,22
5663.tsv,19
31279.tsv,14
8930.tsv,8
40723.tsv,8
7375.tsv,19
8914.tsv,13
143879.tsv,4
4806.tsv,25
38275.tsv,13
160988.tsv,5
10330.tsv,4
37023.tsv,5
8364.tsv,21
3780.tsv,22
80608.tsv,4
96859.tsv,5
5327.tsv,26
602.tsv,15
31081.tsv,6
588.tsv,39
3578.tsv,5
51585.tsv,9
77748.tsv,4
6893.tsv,10
11419.tsv,18
67397.tsv,6
52868.tsv,4
76150.tsv,9
112951.tsv,7
24062.tsv,10
7530.tsv,10
34908.tsv,6
56461.tsv,5
10502.tsv,18
6899.tsv,12
125232.tsv,5
29561.tsv,5
13521.tsv,19
2865.tsv,32
1.tsv,418
17.tsv,27
36189.tsv,3
25860.tsv,4
28052.tsv,7
7345.tsv,9
14814.tsv,15
56.tsv,22
1129.tsv,36
4605.tsv,18
21665.tsv,7
99586.tsv,7
320847.tsv,3
159604.tsv,5
11175.tsv,20
10054.tsv,20
61510.tsv,10
3372.tsv,20
10167.tsv,15
79324.tsv,5
1975.tsv,3
174924.tsv,4
78871.tsv,8
161086.tsv,6
176978.tsv,4
149915.tsv,3
25738.tsv,8
90647.tsv,4
374.tsv,32
212.tsv,55
86172.tsv,5
1355.tsv,7
57202.tsv,4
30327.tsv,13
197651.tsv,5
5582.tsv,24
74195.tsv,5
90891.tsv,4
2708.tsv,20
5939.tsv,17
4857.tsv,17
206223.tsv,4
92799.tsv,8
45130.tsv,5
3851.tsv,27
15406.tsv,7
2624.tsv,28
158308.tsv,5
22142.tsv,9
2763.tsv,23
23881.tsv,5
147.tsv,74
12125.tsv,14
6920.tsv,22
2291.tsv,6
166.tsv,61
6519.tsv,15
31148.tsv,5
1073.tsv,14
12842.tsv,16
21634.tsv,5
82934.tsv,8
1781.tsv,30
275.tsv,53
199702.tsv,4
15788.tsv,13
41068.tsv,6
430.tsv,53
52969.tsv,10
92346.tsv,6
227291.tsv,3
14769.tsv,9
23628.tsv,5
72593.tsv,5
73914.tsv,9
28077.tsv,10
3279.tsv,15
40661.tsv,5
189816.tsv,5
181133.tsv,5
56970.tsv,5
6268.tsv,19
8783.tsv,19
139442.tsv,4
4878.tsv,4
14876.tsv,18
4899.tsv,21
75301.tsv,6
49983.tsv,11
3371.tsv,24
29088.tsv,4
19758.tsv,4
36755.tsv,4
218722.tsv,4
168728.tsv,4
190279.tsv,4
205925.tsv,4
10917.tsv,15
42455.tsv,9
34673.tsv,9
187660.tsv,3
37629.tsv,5
11741.tsv,8
740.tsv,8
9909.tsv,13
257567.tsv,4
95911.tsv,4
15313.tsv,15
98823.tsv,8
139531.tsv,4
